model,db_path,table,sql_query,question,result,valid_efficiency_score,cell_precision,cell_recall,execution_accuracy,tuple_cardinality,tuple_constraint,tuple_order
gpt-4o_mini,data/db_numerical_simple.sqlite,student_performance,SELECT * FROM `student_performance` ORDER BY `student_name` + `math_score` + `average_score` ASC LIMIT 5,"Compute the sum of the columns student_name, math_score, average_score for each row in `student_performance`. Sort all rows in ascending order by this sum and return the first 5 rows.","[[12, 'Student_12', 47, 60, 53.5, 'Yes', 100.5], [15, 'Student_15', 42, 53, 47.5, 'No', 89.5], [7, 'Student_7', 76, 84, 80.0, 'Yes', 156], [6, 'Student_6', 37, 75, 56.0, 'Yes', 93], [14, 'Student_14', 81, 76, 78.5, 'Yes', 159.5]]",0.0,0.419,0.542,0,1.0,0.0,0.5
gpt-4o_mini,data/db_numerical_simple.sqlite,student_performance,SELECT * FROM `student_performance` ORDER BY `student_name` + `math_score` + `average_score` DESC LIMIT 5,"Compute the sum of the columns student_name, math_score, average_score for each row in `student_performance`. Sort all rows in descending order by this sum and return the first 5 rows.","[[23, 'Student_23', 98, 94, 96.0, 'Yes', 194.0], [25, 'Student_25', 97, 46, 71.5, 'Yes', 168.5], [24, 'Student_24', 85, 87, 86.0, 'Yes', 171.0], [19, 'Student_19', 84, 75, 79.5, 'Yes', 163.5], [17, 'Student_17', 90, 92, 91.0, 'Yes', 181.0]]",0.0,0.677,0.84,0,1.0,0.0,0.5
gpt-4o_mini,data/db_numerical_simple.sqlite,student_performance,SELECT * FROM `student_performance` ORDER BY `student_name` + `average_score` + `pass_status` ASC LIMIT 5,"Compute the sum of the columns student_name, average_score, pass_status for each row in `student_performance`. Sort all rows in ascending order by this sum and return the first 5 rows.","[[8, 'Student_8', 40, 54, 47.0, 'No', 47.0], [15, 'Student_15', 42, 53, 47.5, 'No', 47.5], [16, 'Student_16', 62, 30, 46.0, 'No', 46.0], [13, 'Student_13', 31, 56, 43.5, 'No', 43.5], [12, 'Student_12', 47, 60, 53.5, 'Yes', 53.5]]",0.0,0.808,0.875,0,1.0,0.0,0.5
gpt-4o_mini,data/db_numerical_simple.sqlite,student_performance,SELECT * FROM `student_performance` ORDER BY `student_name` + `average_score` + `pass_status` DESC LIMIT 5,"Compute the sum of the columns student_name, average_score, pass_status for each row in `student_performance`. Sort all rows in descending order by this sum and return the first 5 rows.","[[23, 'Student_23', 98, 94, 96.0, 'Yes', 96.0], [17, 'Student_17', 90, 92, 91.0, 'Yes', 91.0], [24, 'Student_24', 85, 87, 86.0, 'Yes', 86.0], [13, 'Student_13', 81, 76, 78.5, 'Yes', 78.5], [18, 'Student_18', 78, 69, 73.5, 'Yes', 73.5]]",0.0,0.654,0.68,0,1.0,0.0,0.5
gpt-4o_mini,data/db_numerical_simple.sqlite,student_performance,SELECT * FROM `student_performance` ORDER BY `english_score` + `pass_status` ASC LIMIT 5,"Compute the sum of the columns english_score, pass_status for each row in `student_performance`. Sort all rows in ascending order by this sum and return the first 5 rows.","[[15, 'Student_16', 62, 30, 46.0, 'No', 30], [10, 'Student_11', 92, 32, 62.0, 'Yes', 33], [24, 'Student_25', 97, 46, 71.5, 'Yes', 47], [14, 'Student_15', 42, 53, 47.5, 'No', 53], [4, 'Student_5', 51, 52, 51.5, 'Yes', 53]]",0.0,0.593,0.64,0,1.0,0.0,0.5
gpt-4o_mini,data/db_numerical_simple.sqlite,student_performance,SELECT * FROM `student_performance` ORDER BY `english_score` + `pass_status` DESC LIMIT 5,"Compute the sum of the columns english_score, pass_status for each row in `student_performance`. Sort all rows in descending order by this sum and return the first 5 rows.","[[2, 'Student_2', 48, 93, 70.5, 'Yes', 94], [23, 'Student_24', 85, 87, 86.0, 'Yes', 88], [22, 'Student_23', 98, 94, 96.0, 'Yes', 95], [1, 'Student_1', 82, 85, 83.5, 'Yes', 86], [16, 'Student_17', 90, 92, 91.0, 'Yes', 93]]",0.0,0.852,0.92,0,1.0,0.0,0.5
gpt-4o_mini,data/db_numerical_simple.sqlite,student_performance,SELECT * FROM `student_performance` ORDER BY `id` + `average_score` + `pass_status` ASC LIMIT 5,"Compute the sum of the columns id, average_score, pass_status for each row in `student_performance`. Sort all rows in ascending order by this sum and return the first 5 rows.","[[1, 'Student_1', 82, 85, 83.5, 'Yes', 85.5], [2, 'Student_2', 48, 93, 70.5, 'Yes', 72.5], [3, 'Student_3', 52, 58, 55.0, 'Yes', 58.0], [4, 'Student_4', 62, 83, 72.5, 'Yes', 76.5], [5, 'Student_5', 51, 52, 51.5, 'Yes', 56.5]]",0.0,0.357,0.417,0,1.0,0.0,0.5
gpt-4o_mini,data/db_numerical_simple.sqlite,student_performance,SELECT * FROM `student_performance` ORDER BY `id` + `average_score` + `pass_status` DESC LIMIT 5,"Compute the sum of the columns id, average_score, pass_status for each row in `student_performance`. Sort all rows in descending order by this sum and return the first 5 rows.","[[25, 'Student_25', 97, 46, 71.5, 'Yes', 96.5], [23, 'Student_23', 98, 94, 96.0, 'Yes', 98.0], [24, 'Student_24', 85, 87, 86.0, 'Yes', 87.0], [17, 'Student_17', 90, 92, 91.0, 'Yes', 92.0], [19, 'Student_19', 84, 75, 79.5, 'Yes', 80.5]]",0.0,0.929,1.0,0,1.0,0.0,0.5
gpt-4o_mini,data/db_numerical_simple.sqlite,student_performance,SELECT `english_score` FROM `student_performance` ORDER BY `english_score` ASC LIMIT 5,Select only the column `english_score` from `student_performance`. Sort it in ascending order and return the first 5 values.,"[[30], [32], [41], [42], [46]]",0.0,1.0,1.0,1,1.0,1.0,1.0
gpt-4o_mini,data/db_numerical_simple.sqlite,student_performance,SELECT `english_score` FROM `student_performance` ORDER BY `english_score` DESC LIMIT 5,Select only the column `english_score` from `student_performance`. Sort it in descending order and return the first 5 values.,"[[94], [93], [92], [87], [85]]",0.0,1.0,1.0,1,1.0,1.0,1.0
gpt-4o_mini,data/db_numerical_simple.sqlite,student_performance,SELECT `id` FROM `student_performance` ORDER BY `id` ASC LIMIT 5,Select only the column `id` from `student_performance`. Sort it in ascending order and return the first 5 values.,"[[1], [2], [3], [4], [5]]",0.0,1.0,1.0,1,1.0,1.0,1.0
gpt-4o_mini,data/db_numerical_simple.sqlite,student_performance,SELECT `id` FROM `student_performance` ORDER BY `id` DESC LIMIT 5,Select only the column `id` from `student_performance`. Sort it in descending order and return the first 5 values.,"[[25], [24], [23], [22], [21]]",0.0,1.0,1.0,1,1.0,1.0,1.0
gpt-4o_mini,data/db_numerical_simple.sqlite,student_performance,SELECT `average_score` FROM `student_performance` ORDER BY `average_score` ASC LIMIT 5,Select only the column `average_score` from `student_performance`. Sort it in ascending order and return the first 5 values.,"[[43.5], [46.0], [47.0], [47.0], [47.5]]",0.0,1.0,1.0,1,1.0,1.0,1.0
gpt-4o_mini,data/db_numerical_simple.sqlite,student_performance,SELECT `average_score` FROM `student_performance` ORDER BY `average_score` DESC LIMIT 5,Select only the column `average_score` from `student_performance`. Sort it in descending order and return the first 5 values.,"[[96.0], [91.0], [86.0], [83.5], [80.0]]",0.0,1.0,1.0,1,1.0,1.0,1.0
gpt-4o_mini,data/db_numerical_simple.sqlite,student_performance,SELECT `pass_status` FROM `student_performance` ORDER BY `pass_status` ASC LIMIT 5,Select only the column `pass_status` from `student_performance`. Sort it in ascending order and return the first 5 values.,"[['No'], ['No'], ['No'], ['No'], ['No']]",0.0,1.0,1.0,1,1.0,1.0,1.0
gpt-4o_mini,data/db_numerical_simple.sqlite,student_performance,SELECT `pass_status` FROM `student_performance` ORDER BY `pass_status` DESC LIMIT 5,Select only the column `pass_status` from `student_performance`. Sort it in descending order and return the first 5 values.,"[['Yes'], ['Yes'], ['Yes'], ['Yes'], ['Yes']]",0.0,1.0,1.0,1,1.0,1.0,1.0
gpt-4o_mini,data/db_numerical_simple.sqlite,student_performance,SELECT `student_name` FROM `student_performance` ORDER BY `student_name` ASC LIMIT 5,Select only the column `student_name` from `student_performance`. Sort it in ascending order and return the first 5 values.,"[['Student_1'], ['Student_10'], ['Student_11'], ['Student_12'], ['Student_13']]",0.0,1.0,1.0,1,1.0,1.0,1.0
gpt-4o_mini,data/db_numerical_simple.sqlite,BMI,SELECT * FROM `BMI` ORDER BY `risk_category` ASC LIMIT 5,"List the top 5 rows from the table `BMI`, sorted by the column `risk_category` in ascending order.","[['1', 'Bob', '1.88', '57.8', '16.4', 'Low'], ['2', 'Carla', '1.79', '49.9', '15.6', 'Low'], ['7', 'Helen', '1.85', '52.3', '15.3', 'Low'], ['9', 'Jack', '1.78', '78.0', '24.6', 'Low'], ['10', 'Karen', '1.51', '54.2', '23.8', 'Low']]",0.0,0.0,0.0,0,1.0,0.0,0.5
gpt-4o_mini,data/db_numerical_simple.sqlite,BMI,SELECT * FROM `BMI` ORDER BY `risk_category` DESC LIMIT 5,"List the top 5 rows from the table `BMI`, sorted by the column `risk_category` in descending order.","[['4', 'Emma', '1.56', '117.4', '48.2', 'High'], ['5', 'Frank', '1.56', '105.6', '43.4', 'High'], ['3', 'David', '1.74', '116.2', '38.4', 'High'], ['20', 'Uma', '1.74', '117.7', '38.9', 'High'], ['13', 'Nina', '1.58', '113.2', '45.3', 'High']]",0.0,0.042,0.04,0,1.0,0.0,0.5
gpt-4o_mini,data/db_numerical_simple.sqlite,student_performance,SELECT `student_name` FROM `student_performance` ORDER BY `student_name` DESC LIMIT 5,Select only the column `student_name` from `student_performance`. Sort it in descending order and return the first 5 values.,"[['Student_25'], ['Student_24'], ['Student_23'], ['Student_22'], ['Student_21']]",0.0,0.0,0.0,0,1.0,0.0,0.5
